0.15	0.3495255931458709	
0.3	0.5483765400719846
0.5	0.7074530818487385
0.7	0.8243104421489361
0.85	0.8644417098140643
1	0.8611593626251348
1.1	0.826552140585283
1.2	0.810852222008264
1.4	0.8148905478375059
1.6	0.7948466192148812
1.8	0.7950512006297976
2	0.7712945165661008
2.5	0.7530712328136978
3	0.738809125930892
3.5	0.7168627975469237
4	0.709215966303647
4.5	0.6940125781788916
5	0.6836781523722263
5.5	0.6769523312131216
6	0.6720009336628882
6.5	0.6680386618722818
7	0.6605962515628758
7.5	0.6575422129409552
8	0.6476311482867547
